host_ip,n_connections,n_unique_dsts,n_unique_dst_ports,total_bytes_sent,avg_bytes_sent,std_bytes_sent,total_bytes_received,avg_bytes_received,bytes_ratio,total_packets_sent,avg_packets_sent,total_packets_received,packets_ratio,avg_duration,std_duration,max_duration,min_duration,proto_entropy,tcp_ratio,udp_ratio,icmp_ratio,dst_entropy,port_entropy,n_unique_services,service_entropy,state_entropy,rst_ratio,fin_ratio,established_ratio,avg_sttl,std_sttl,avg_dttl,avg_sload,max_sload,avg_dload,total_sloss,loss_ratio,avg_sjit,conns_per_dst,bytes_per_conn,attack_ratio,primary_attack_cat,cluster,anomaly_score
000010,100,3.28,0,215165,2151.65,6229.1789954271435,2130863,21308.63,0.10097552024696098,1374,13.74,2218,0.6194770063119928,0.7091234399999999,1.1543392558745877,7.312841,3e-06,1.213900734235722,0.73,0.17,0.0,1.2387868595871168,0,8,1.771961944111861,0.9031699350756281,0.0,0.73,0.01,194.48,89.24605415265249,186.48,60343913.17738591,1216000000.0,98666.6442918,241,0.17540029112081515,2160.98280229,30.48780487804878,23460.28,1.0,Exploits,1,0.1260831095731651
000011,100,3.4,0,5437229,54372.29,497419.8107885279,1419390,14193.9,3.8306800808798145,5138,51.38,2250,2.2835555555555556,1.38620822,6.022527598318935,59.993382,1e-06,2.277415042781222,0.62,0.03,0.0,1.9335726382610239,0,6,1.4383833648546707,1.0318939587528015,0.0,0.61,0.01,211.76,79.93597437949948,156.24,44393511.17200132,672000000.0,48367.89778613,2162,0.42078629817049434,11596.74029615,29.411764705882355,68566.19,1.0,Exploits,3,0.31115251377306097
000012,100,2.95,0,463911,4639.11,23250.590556590218,1064905,10649.05,0.4356360426516919,1494,14.94,1572,0.950381679389313,3.3853425099999996,7.56955787172726,40.328518,3e-06,1.6948891098614967,0.71,0.08,0.0,1.5753123306874368,0,7,1.5659647193461872,0.9314763567502714,0.0,0.71,0.01,213.68,78.5971547021438,179.52,40092012.24647032,851200000.0,24189.866155580003,384,0.2570281124497992,24669.28875316,33.89830508474576,15288.16,1.0,Exploits,1,0.11094139433979061
000013,100,3.56,0,228486,2284.86,5920.54619719594,490521,4905.21,0.4658026873467191,1260,12.6,1060,1.1886792452830188,1.44344063,3.9703766114944377,28.213135,1e-06,1.3937740706519903,0.66,0.18,0.0,1.5360529002402097,0,6,1.5341859576379553,0.92481870497303,0.0,0.66,0.0,204.08,84.64204843714714,166.32,75437240.46038939,1626000000.0,37952.25140645,271,0.2150793650793651,8519.79185008,28.089887640449437,7190.07,1.0,Exploits,1,0.05932244291573441
000014,100,6.17,0,9320242,93202.42,904308.4430788204,668679,6686.79,13.938290270817538,8027,80.27,2156,3.7230983302411875,1.7131190799999998,7.830459326121616,59.983738,2e-06,1.5189889265362422,0.65,0.18,0.0,1.5993177936982261,0,5,1.5306433270727269,1.054118823749609,0.0,0.64,0.02,202.16,85.66964032098694,164.4,102579961.5942838,1488000000.0,75880.18574982001,3739,0.4658029151613305,13569.05010378,16.207455429497568,99889.21,1.0,Exploits,3,0.5285873815791946
000015,100,2.83,0,1329622,13296.22,59441.677904247656,1081122,10811.22,1.2298538000336687,1986,19.86,1596,1.244360902255639,0.8398041500000001,3.254815497174384,32.550049,3e-06,1.710320452675267,0.7,0.09,0.0,1.292781749227846,0,6,1.7422054864153051,0.8812908992306927,0.0,0.7,0.0,198.32,87.56122014183718,176.4,43300257.55816606,266666656.0,76073.80246239001,674,0.3393756294058409,4257.238113029998,35.3356890459364,24107.44,1.0,Exploits,1,0.08321886908491644
000016,100,5.82,0,186533,1865.33,7253.598521855386,658566,6585.66,0.283241163376184,816,8.16,828,0.9855072463768116,0.34057505,0.5406002629755743,3.577953,2e-06,3.4170642901996278,0.37,0.09,0.0,2.1602748314085933,0,5,1.0721163652297383,0.950672092687066,0.0,0.37,0.0,230.96,62.70693741524936,93.24,92433802.35788453,1209777792.0,32992.29567156,153,0.1875,1048.8385853600003,17.18213058419244,8450.99,1.0,Exploits,1,0.06746341060595945
000017,100,5.04,0,1045139,10451.39,43948.263838312414,2518271,25182.71,0.41502244992695386,1798,17.98,2516,0.7146263910969793,1.8230299599999997,6.986842391279605,51.671165,1e-06,2.975217750256791,0.5,0.06,0.0,1.8073549220576042,0,6,1.4223929901563224,1.0,0.0,0.5,0.0,209.84,81.20689625887692,126.0,97216211.22543827,1240000000.0,48129.59487468999,555,0.3086763070077864,13931.213551320001,19.841269841269842,35634.1,1.0,Exploits,1,0.13198971196928266
000018,100,3.25,0,95389,953.89,1557.953552133715,159417,1594.17,0.5983615298242972,822,8.22,486,1.691358024691358,0.51683785,0.6955058722912,2.791647,2e-06,3.5336107945226365,0.39,0.06,0.0,1.3785116232537298,0,6,1.1856072309687988,0.9647995485050873,0.0,0.39,0.0,229.04,64.89555244600918,98.28,113140037.20274219,1034666624.0,11532.25908064,126,0.15328467153284672,2065.29811467,30.76923076923077,2548.06,1.0,Exploits,1,0.07709054425362372
000019,100,5.91,0,611807,6118.07,23258.38042089628,88815,888.15,6.888554861228396,1134,11.34,476,2.3823529411764706,1.5718257099999997,6.840677625816911,51.671165,3e-06,3.3921591641944016,0.4,0.11,0.0,1.6780719051126378,0,4,0.9114241193354685,0.9709505944546688,0.0,0.4,0.0,236.72,55.22371032281499,100.8,99638968.86884293,552800000.0,11941.480761460001,323,0.2848324514991182,6732.57660336,16.920473773265652,7006.22,1.0,Exploits,1,0.11700913902638976
000020,100,3.81,0,1246050,12460.5,107454.50445639632,106059,1060.59,11.748649336689956,1562,15.62,638,2.4482758620689653,0.7564643900000001,1.6292501878625576,12.468028,2e-06,2.936160961240827,0.49,0.05,0.0,1.5058909297299572,0,6,1.083561870427093,1.0707202712709103,0.0,0.49,0.01,225.2,68.90309400626626,124.08,98745959.17674202,400000000.0,6799.534897189999,576,0.3687580025608195,3093.6152962300002,26.246719160104988,13521.09,1.0,Exploits,1,0.10140509116622126
000021,100,3.46,0,175771,1757.71,5453.94230002667,474015,4740.15,0.37081315992109953,864,8.64,856,1.0093457943925233,0.8201569500000002,2.9043862652299315,28.213135,3e-06,2.5129698266443574,0.45,0.07,0.0,1.4382928515791469,0,7,1.4248352198821925,0.9927744539878083,0.0,0.45,0.0,211.76,79.9359743794995,113.4,148255055.88896683,1730666624.0,42178.58341372,211,0.24421296296296297,2381.35402993,28.901734104046245,6497.86,1.0,Exploits,1,0.05286575617476197
000022,100,6.26,0,805339,8053.39,44100.32395009053,473662,4736.62,1.700239833467747,1366,13.66,824,1.6577669902912622,0.5392517499999999,1.4512637046923837,7.312841,2e-06,2.7673854986874913,0.41,0.09,0.0,1.8032270364349277,0,6,1.2901865117490428,0.9765004687578241,0.0,0.41,0.0,217.52,75.70123092550322,103.32,122930457.98008451,1650000000.0,48980.039861460005,388,0.2840409956076135,901.6424188799999,15.97444089456869,12790.01,1.0,Exploits,1,0.058392527808116046
000023,100,3.63,0,212995,2129.95,6745.690006525753,2066719,20667.19,0.10305948704202168,948,9.48,1932,0.4906832298136646,0.48747587000000003,1.3875651818002486,7.200432,1e-06,2.5890590307508905,0.45,0.1,0.0,1.5410191531335593,0,6,1.1804352326360545,0.9927744539878083,0.0,0.45,0.0,213.68,78.5971547021438,113.4,73889619.67805196,898909056.0,66815.73497846001,173,0.18248945147679324,1179.3159364199998,27.548209366391184,22797.14,1.0,Exploits,1,0.08553382223241535
000024,100,4.09,0,901970,9019.7,34251.95375729564,743403,7434.03,1.2132988432922653,1366,13.66,1082,1.2624768946395564,0.31808964,0.4952698917295584,2.631878,3e-06,2.192121419057049,0.47,0.13,0.0,1.6735564239901446,0,6,1.41348111489794,0.9974015885677396,0.0,0.47,0.0,211.76,79.9359743794995,118.44,70046826.32794909,532000000.0,61620.644195630004,455,0.3330893118594436,1296.69324089,24.449877750611247,16453.73,1.0,Exploits,1,0.046165816657883774
000025,100,4.4,0,330266,3302.66,10785.115762218058,312208,3122.08,1.0578396453646286,940,9.4,668,1.407185628742515,0.30996674999999996,0.5707680337152734,3.995532,1e-06,2.7003335295143307,0.38,0.19,0.0,1.7949356628035362,0,8,1.2606861783314771,1.0318939587528015,0.0,0.38,0.01,219.44,74.13560057575086,96.36,104169977.14858401,800000000.0,46083.06614355,239,0.2542553191489362,1033.87660154,22.727272727272727,6424.74,1.0,Exploits,1,0.029242674492997056
000026,100,3.97,0,368961,3689.61,18614.700769154242,438116,4381.16,0.8421536761953455,876,8.76,734,1.1934604904632153,0.49073777,2.2441836803205857,22.224831,3e-06,2.265416480272817,0.37,0.12,0.0,1.5459683691052926,0,7,1.376018574057859,0.950672092687066,0.0,0.37,0.0,221.36,72.48483226917827,93.24,116356951.63342188,1098000000.0,35324.38352616,242,0.2762557077625571,1232.2782662,25.188916876574307,8070.77,1.0,Exploits,1,0.019957435820842917
000027,100,3.38,0,160869,1608.69,7213.996199441441,122908,1229.08,1.3088570312754255,794,7.94,564,1.4078014184397163,0.34790805999999996,0.5361752636216952,2.572658,3e-06,2.346181444356747,0.44,0.07,0.0,1.4905701304462013,0,8,1.4784893949006905,0.9895875212220555,0.0,0.44,0.0,211.76,79.9359743794995,110.88,75310130.48074804,266666656.0,11403.970455539997,201,0.2531486146095718,1510.2007938899999,29.585798816568047,2837.77,1.0,Exploits,1,0.03520998080944965
000028,100,4.85,0,35870,358.7,503.18302993658443,448822,4488.22,0.07992032476126393,452,4.52,432,1.0462962962962963,0.17688614000000003,0.42758012814796564,2.897045,1e-06,3.6936359895925515,0.14,0.03,0.0,2.1342209397606338,0,4,0.5252482226498787,0.584238811642856,0.0,0.14,0.0,238.64,52.35070547410381,35.28,160889637.1986122,800000000.0,25635.255064340003,29,0.06415929203539823,495.50642167,20.61855670103093,4846.92,1.0,DoS,2,0.12359689454745082
000029,100,5.24,0,68025,680.25,4105.4580260350185,36860,368.6,1.845496473141617,384,3.84,166,2.3132530120481927,0.21354961999999997,0.644865499174809,3.707501,3e-06,3.883456546227013,0.12,0.01,0.0,1.925999418556223,0,4,0.36249336186032427,0.5293608652873644,0.0,0.12,0.0,242.48,45.82718526258088,30.24,140552736.14506122,266666656.0,2573.8197636299997,59,0.15364583333333334,657.5916260199999,19.083969465648853,1048.85,1.0,Exploits,2,0.09196771767379963
000030,100,5.4,0,29208,292.08,655.1800690102555,45244,452.44,0.6455662629298913,274,2.74,100,2.74,0.08283467999999998,0.35860100162768843,2.346898,2e-06,3.545870213007134,0.06,0.02,0.0,1.7004397181410922,0,2,0.14144054254182067,0.3274449191544763,0.0,0.06,0.0,248.24,32.91774873557094,15.12,149557809.01755616,400000000.0,2380.66258675,24,0.08759124087591241,356.04825024999997,18.51851851851852,744.52,1.0,Exploits,2,0.19747976768441317
000031,100,5.89,0,24082,240.82,194.2939759511578,129956,1299.56,0.1853088737726615,284,2.84,164,1.7317073170731707,0.11016946999999996,0.48818185117641294,3.401426,2e-06,3.521623815357011,0.06,0.02,0.0,1.84799690655495,0,4,0.2419407328532109,0.3274449191544763,0.0,0.06,0.0,250.16,27.015416474167623,15.12,141504240.61266968,400000000.0,4456.421763189999,21,0.07394366197183098,517.63711929,16.977928692699493,1540.38,1.0,DoS,2,0.17225213914099735
000032,100,7.97,0,88562,885.62,5878.830253296203,13460,134.6,6.57964338781575,378,3.78,108,3.5,0.32998332,1.2821498697394178,7.200432,1e-06,3.468317544392827,0.12,0.01,0.0,1.9818526532897407,0,4,0.4025426691977456,0.5293608652873644,0.0,0.12,0.0,248.24,32.91774873557094,30.24,148114209.97205997,800000000.0,1544.2807813399997,53,0.1402116402116402,558.29447838,12.547051442910917,1020.22,1.0,DoS,2,0.11738913585612581
000033,100,3.44,0,399277,3992.77,21173.03598984741,934063,9340.63,0.42746260155899546,1002,10.02,1136,0.8820422535211268,0.9599399000000003,2.150390554203639,12.46926,1e-06,2.1879199399452296,0.46,0.04,0.0,1.4905701304462013,0,6,1.144848089076738,0.9953784388202258,0.0,0.46,0.0,227.12,66.95713689979718,115.92,81220919.02594809,800000000.0,28607.125576799997,251,0.250499001996008,9258.68088745,29.069767441860467,13333.4,1.0,Exploits,1,0.01761817565404933
000034,100,7.54,0,79414,794.14,1242.1599631856654,104190,1041.9,0.7622036663787312,700,7.0,396,1.7676767676767677,0.9524160600000002,4.108593122342894,28.213135,1e-06,2.87763962235043,0.37,0.06,0.0,1.298658315564515,0,7,1.2391235299527203,1.0247567320521507,0.0,0.37,0.01,221.36,72.48483226917827,95.76,113043467.94615787,1034666624.0,17071.70989155,112,0.16,1934.73211984,13.26259946949602,1836.04,1.0,Exploits,1,0.07427093296685866
000035,100,5.97,0,246021,2460.21,13607.340845839368,3236851,32368.51,0.07600627894209526,1178,11.78,2840,0.4147887323943662,0.41200916,1.0169286160208368,9.049997,1e-06,1.6852822164516168,0.5,0.18,0.0,1.8155754288625725,0,7,1.3122831218130429,1.0,0.0,0.5,0.0,209.84,81.20689625887692,126.0,129666335.74472965,1652000000.0,100483.38542322001,197,0.16723259762308998,1432.0884707000002,16.750418760469014,34828.72,1.0,Exploits,1,0.12822991528814048
000036,100,3.71,0,1512001,15120.01,66237.08075206405,234533,2345.33,6.4468582246421615,1866,18.66,852,2.1901408450704225,0.5134602399999999,0.9081810274711246,6.331677,3e-06,1.2677248435957227,0.56,0.07,0.0,1.372952097911829,0,7,1.5399009684222296,0.9895875212220555,0.0,0.56,0.0,213.68,78.5971547021438,141.12,53262591.761973284,266666656.0,15228.32119678,708,0.37942122186495175,1784.80952122,26.954177897574123,17465.34,1.0,Exploits,1,0.10994720215926412
000037,100,3.11,0,265146,2651.46,7917.860960531136,650585,6505.85,0.4075501279617575,1286,12.86,1028,1.2509727626459144,0.82334321,1.311184190456488,10.497183,1e-06,1.2503055576414328,0.61,0.08,0.0,1.4059923596758368,0,7,1.2539920161967444,1.0318939587528015,0.0,0.61,0.01,217.52,75.70123092550322,154.32,74262339.14574589,1632000000.0,26584.011152549992,229,0.1780715396578538,16407.19302374,32.154340836012864,9157.31,1.0,Exploits,1,0.047444414975667926
000038,100,3.57,0,251687,2516.87,7960.209633368442,420150,4201.5,0.5990408187552064,1040,10.4,818,1.271393643031785,1.4327528700000005,4.267475062215602,40.328518,3e-06,1.343190706156916,0.53,0.0,0.0,1.7180875839605168,0,6,1.0377076754848582,0.9974015885677396,0.0,0.53,0.0,223.28,70.74296624207436,133.56,73105719.29379696,1034666624.0,14694.34391749,220,0.21153846153846154,29347.75234767,28.011204481792717,6718.37,1.0,Exploits,1,0.04255611174430418
000039,100,8.12,0,386353,3863.53,18051.506281734357,235298,2352.98,1.6419731574429022,748,7.48,442,1.6923076923076923,0.26962912000000006,0.614151646304404,2.946476,2e-06,2.0356707973138732,0.25,0.12,0.0,2.0840642647884744,0,4,0.6578068111497267,0.8112781244591328,0.0,0.25,0.0,240.56,49.235020795438615,63.0,149236041.10136783,748800000.0,13946.825963649997,206,0.27540106951871657,944.5484001000001,12.315270935960593,6216.51,1.0,Exploits,1,0.042146891539832365
000040,100,4.38,0,1364818,13648.18,94007.71217496632,466752,4667.52,2.924075311942959,1550,15.5,742,2.0889487870619945,0.37386283,1.0238490854996285,7.312841,1e-06,2.226819311165902,0.28,0.03,0.0,1.584962500721156,0,5,0.9622857826072718,0.8554508105601307,0.0,0.28,0.0,230.96,62.70693741524936,70.56,140987475.96863782,1179200000.0,14970.80029056,575,0.3709677419354839,1013.96679967,22.831050228310502,18315.7,1.0,Exploits,1,0.1049150323130782
000041,100,4.39,0,129466,1294.66,5462.62310398234,53914,539.14,2.4013428794005267,546,5.46,304,1.7960526315789473,0.17867955,0.36221233721140556,2.117378,3e-06,3.4425381271518414,0.28,0.05,0.0,1.6644828403646825,0,4,0.8262232015688288,0.8554508105601307,0.0,0.28,0.0,229.04,64.89555244600918,70.56,97254995.54386275,441600000.0,8979.69718232,117,0.21428571428571427,910.94826267,22.779043280182233,1833.8,1.0,Exploits,1,0.06599292932575063
000042,100,5.52,0,81082,810.82,3317.357912982602,24402,244.02,3.322760429472994,406,4.06,184,2.2065217391304346,0.16132694999999997,0.45452501509134274,2.463766,1e-06,3.7812149235083203,0.17,0.05,0.0,1.6644828403646825,0,5,0.5260827854579047,0.6577047787442195,0.0,0.17,0.0,244.4,42.056239403057354,42.84,177147734.5053613,1366666624.0,2621.6542621500002,68,0.16748768472906403,811.8294681,18.115942028985508,1054.84,1.0,Exploits,1,0.0913285240086597
000043,100,4.39,0,91861,918.61,3790.050589718593,289964,2899.64,0.3168013960353699,510,5.1,448,1.1383928571428572,0.19163801,0.5836651160202736,3.995532,1e-06,3.5638365535463823,0.23,0.03,0.0,1.5897634869849773,0,6,0.9797313366053345,0.8550120296644869,0.0,0.23,0.01,230.96,62.70693741524936,58.56,140215170.83639172,800000000.0,16300.8819548,91,0.1784313725490196,718.4182528699998,22.779043280182233,3818.25,1.0,DoS,1,0.08157482764916679
000044,100,4.12,0,403178,4031.78,28987.390561540244,947703,9477.03,0.4254265313078042,810,8.1,962,0.841995841995842,0.23539538999999998,0.6001539118093446,3.385422,3e-06,3.779296224979117,0.24,0.02,0.0,1.480265122054463,0,4,0.7456783939711394,0.7950402793845223,0.0,0.24,0.0,232.88,60.37747924516227,60.48,98950343.11596194,277333312.0,34337.625043160006,206,0.254320987654321,864.2988526199999,24.271844660194173,13508.81,1.0,Exploits,1,0.12159391371714201
000045,100,4.53,0,315010,3150.1,23305.59968021732,556836,5568.36,0.5657141420454137,694,6.94,646,1.0743034055727554,0.51921278,3.1488369911047043,31.145971,1e-06,4.019368627323861,0.21,0.02,0.0,1.5109619192773793,0,4,0.4673407454009861,0.7414827399312738,0.0,0.21,0.0,238.64,52.35070547410381,52.92,163543043.25459504,800000000.0,24250.725011420003,175,0.2521613832853026,2983.9802843500006,22.075055187637968,8718.46,1.0,Exploits,1,0.11231315893759991
000046,100,4.58,0,228599,2285.99,7981.488434255958,233022,2330.22,0.9810189595832153,630,6.3,454,1.3876651982378854,0.25542580000000004,0.5579669454819928,2.346898,3e-06,3.867466165943423,0.23,0.04,0.0,1.6959938131099002,0,6,0.799556365373903,0.7780113035465377,0.0,0.23,0.0,236.72,55.22371032281498,57.96,117650256.43109994,380000000.0,12695.60166908,157,0.2492063492063492,931.38643828,21.83406113537118,4616.21,1.0,Exploits,1,0.07903717495963497
000047,100,4.1,0,74537,745.37,1881.3152859506338,2637675,26376.75,0.028258598955519538,740,7.4,2134,0.3467666354264292,0.3298349399999999,1.4379229176914101,11.54108,1e-06,3.0416172011179676,0.2,0.07,0.0,1.5993177936982261,0,6,0.8119752506011123,0.7219280948873623,0.0,0.2,0.0,240.56,49.235020795438615,50.4,150877888.16617176,800000000.0,50210.39932378,67,0.09054054054054055,521.8752434,24.390243902439025,27122.12,1.0,DoS,1,0.18871895758504317
000048,100,5.03,0,659157,6591.57,41642.9328339786,2230353,22303.53,0.29553931597374944,1216,12.16,2016,0.6031746031746031,0.27781774000000004,0.877742091166975,7.679072,2e-06,3.098348049835271,0.28,0.08,0.0,1.8073549220576042,0,6,1.3439529576697096,0.8554508105601307,0.0,0.28,0.0,211.76,79.93597437949948,70.56,145683291.45529282,1064000000.0,54590.3866945,331,0.2722039473684211,717.6446262200001,19.880715705765407,28895.1,1.0,Exploits,1,0.1492500056633726
000049,100,4.14,0,184110,1841.1,7812.857688619847,348161,3481.61,0.5288070748877675,714,7.14,644,1.108695652173913,0.6276583,2.845984217468726,25.591019,2e-06,2.9116216861442994,0.4,0.11,0.0,1.5801454844233804,0,6,1.3386033323481759,1.0443255526962936,0.0,0.4,0.01,206.0,83.55727485873496,101.4,98743999.86398388,851200000.0,45333.28369572,161,0.22549019607843138,1449.6892541599998,24.154589371980677,5322.71,1.0,Exploits,1,0.056610437077820486
000050,100,3.78,0,55105,551.05,714.1216456231211,79068,790.68,0.6969317549451105,740,7.4,302,2.4503311258278146,0.28106822000000004,0.582691822185805,3.401426,1e-06,3.447425314902187,0.24,0.04,0.0,1.584962500721156,0,5,0.8421707506876511,0.7950402793845223,0.0,0.24,0.0,227.12,66.95713689979718,60.48,135858469.36684573,800000000.0,15910.466965430001,79,0.10675675675675676,836.20763142,26.455026455026456,1341.73,1.0,Exploits,1,0.08908682350763208
000051,100,3.81,0,580293,5802.93,46858.987397340774,591355,5913.55,0.9812938082877459,1002,10.02,704,1.4232954545454546,0.27707222,0.8120072791855345,5.580102,1e-06,3.166023530648741,0.2,0.03,0.0,1.4594316186372973,0,6,0.8958738940576783,0.7219280948873623,0.0,0.2,0.0,234.8,57.89017815893062,50.4,165631707.7638506,800000000.0,17885.068173699998,269,0.2684630738522954,712.4726969399999,26.246719160104988,11716.48,1.0,Exploits,1,0.09914836882218941
000052,100,3.72,0,218992,2189.92,14361.731149471392,324656,3246.56,0.6745355083534572,562,5.62,446,1.2600896860986548,0.17095804999999997,0.4487968120122638,2.874805,1e-06,2.0741953704069416,0.19,0.06,0.0,1.5058909297299572,0,4,0.7519752506011125,0.7014714598838974,0.0,0.19,0.0,234.8,57.89017815893062,47.88,194690600.10720482,1098000000.0,13386.79931083,129,0.22953736654804271,628.05003943,26.881720430107524,5436.48,1.0,Exploits,1,0.05488188322321119
000053,100,4.66,0,384978,3849.78,31748.8789957451,30679,306.79,12.548583721764073,594,5.94,172,3.453488372093023,0.15159104999999998,0.36773247433803735,1.84526,3e-06,1.2022756400380392,0.13,0.02,0.0,1.8237493603082728,0,5,0.5260827854579047,0.557438185027989,0.0,0.13,0.0,242.48,45.827185262580876,32.76,112650966.28085524,266666656.0,4437.664588670001,166,0.27946127946127947,469.98451092000005,21.459227467811157,4156.57,1.0,DoS,2,0.08099151724502063
000054,100,6.27,0,34407,344.07,740.8025167262047,40414,404.14,0.85136338892463,320,3.2,136,2.3529411764705883,0.11496598999999998,0.4070837612466469,2.346898,2e-06,1.6653429254376644,0.1,0.01,0.0,2.2957230245399685,0,4,0.4025426691977456,0.46899559358928117,0.0,0.1,0.0,244.4,42.05623940305735,25.2,138574416.30361584,360000000.0,2907.9953457899996,39,0.121875,482.02575757,15.94896331738437,748.21,1.0,DoS,2,0.10116253791249896
