host_ip,n_connections,n_unique_dsts,n_unique_dst_ports,total_bytes_sent,avg_bytes_sent,std_bytes_sent,total_bytes_received,avg_bytes_received,bytes_ratio,total_packets_sent,avg_packets_sent,total_packets_received,packets_ratio,avg_duration,std_duration,max_duration,min_duration,proto_entropy,tcp_ratio,udp_ratio,icmp_ratio,dst_entropy,port_entropy,n_unique_services,service_entropy,state_entropy,rst_ratio,fin_ratio,established_ratio,avg_sttl,std_sttl,avg_dttl,avg_sload,max_sload,avg_dload,total_sloss,loss_ratio,avg_sjit,conns_per_dst,bytes_per_conn,attack_ratio,primary_attack_cat,cluster,anomaly_score,is_anomaly
000010,25,1.72,0,78828,3153.12,5272.214749040483,390587,15623.48,0.20181931298276695,392,15.68,442,0.8868778280542986,1.17409364,1.951092680567372,7.312841,6e-06,1.224381457724494,0.68,0.16,0.0,1.1890338243900171,0,6,1.906313713864835,1.0783220795483648,0.0,0.68,0.04,184.88,94.06040612287406,181.44,10851748.06064588,112000000.0,63391.63006844,55,0.14030612244897958,1989.57857856,14.534883720930234,18776.6,1.0,Exploits,-1,0.12371581468153776,False
000011,26,2.6923076923076925,0,240266,9241.0,29817.07869929581,148932,5728.153846153846,1.613259742701367,518,19.923076923076923,262,1.9770992366412214,0.792897576923077,0.6957806270075747,2.640759,3e-06,2.213092238792742,0.46153846153846156,0.038461538461538464,0.0,1.8541491335365452,0,5,1.5663293988620242,0.9957274520849256,0.0,0.46153846153846156,0.0,202.30769230769232,86.85010960535132,116.3076923076923,36171999.93718065,239999984.0,50712.77972407693,128,0.2471042471042471,2271.8511348461543,9.657142857142857,14969.153846153846,1.0,Exploits,1,0.06540319496091784,False
000012,12,5.166666666666667,0,14488,1207.3333333333333,862.9961901668073,136332,11361.0,0.1062699879705425,128,10.666666666666666,162,0.7901234567901234,3.4093413333333333,7.955873391374238,28.213135,3e-06,1.780672129520887,0.5833333333333334,0.16666666666666666,0.0,2.0,0,3,1.0408520829727552,1.2806721295208872,0.0,0.5833333333333334,0.08333333333333333,238.0,55.42562584220407,152.0,59661675.079699576,386909088.0,24249.85376925,21,0.1640625,5218.035164416667,2.32258064516129,12568.333333333334,1.0,Fuzzers,-1,0.09427363449818446,False
000013,22,3.272727272727273,0,91817,4173.5,8878.454100477498,73361,3334.590909090909,1.2515778138247844,320,14.545454545454545,198,1.6161616161616161,0.7124414545454546,0.717474772271918,2.496782,4e-06,1.5289659680720937,0.5909090909090909,0.13636363636363635,0.0,1.494764691749578,0,5,1.5088584648535124,0.976020648236615,0.0,0.5909090909090909,0.0,192.9090909090909,91.53240856757687,148.9090909090909,73828846.74417341,1081454592.0,55119.05329513636,67,0.209375,2543.1904546818178,6.722222222222221,7508.090909090909,1.0,Exploits,1,0.036712453811949805,False
000014,22,3.0454545454545454,0,9118304,414468.36363636365,1927806.2898648628,338542,15388.272727272728,26.934040680329176,7148,324.90909090909093,1394,5.127690100430416,3.176623727272727,12.69646922507467,59.983738,3e-06,1.0226297788901695,0.7272727272727273,0.22727272727272727,0.0,1.1844245711374273,0,5,1.708098663501806,1.090652803252992,0.0,0.6818181818181818,0.045454545454545456,192.9090909090909,91.53240856757687,183.27272727272728,46368524.06241486,666400000.0,156924.1217005909,3507,0.49062674874090656,2040.908561909091,7.223880597014926,429856.63636363635,1.0,Exploits,-1,0.7175816632487766,True
000015,22,2.6818181818181817,0,34708,1577.6363636363637,3592.6621320136956,939516,42705.27272727273,0.03694242567449623,314,14.272727272727273,862,0.3642691415313225,0.6029117272727272,0.6240644300207031,2.285887,3e-06,1.4320062125405801,0.6818181818181818,0.18181818181818182,0.0,1.1844245711374273,0,4,1.6767370300521327,0.9023932827949789,0.0,0.6818181818181818,0.0,192.9090909090909,91.53240856757687,171.8181818181818,31877534.432130184,266666656.0,214323.1917280455,53,0.16878980891719744,1929.421721681818,8.203389830508476,44282.90909090909,1.0,Exploits,1,0.08516354870628293,False
000016,14,11.928571428571429,0,7454,532.4285714285714,675.881272492066,2118,151.28571428571428,3.519357884796978,60,4.285714285714286,28,2.142857142857143,0.1171067857142857,0.21670970540517265,0.628322,3e-06,2.521640636343319,0.2857142857142857,0.2857142857142857,0.0,2.2801079191927354,0,2,0.5916727785823274,0.8631205685666311,0.0,0.2857142857142857,0.0,240.28571428571428,51.31415844718549,72.0,104096134.28982978,274181824.0,3697.245273928572,8,0.13333333333333333,703.3211547857144,1.1736526946107784,683.7142857142857,1.0,DoS,1,0.044441756376440995,False
000017,25,3.16,0,112519,4500.76,16691.917103995773,11542,461.68,9.748657078495928,302,12.08,168,1.7976190476190477,2.93423316,10.225238449984476,51.671165,1e-06,2.2197218324096135,0.6,0.08,0.0,1.5260688116675876,0,4,1.0954312795575998,0.9709505944546688,0.0,0.6,0.0,230.96,63.67919597482368,151.2,69473326.47241768,800000000.0,2180.28558844,83,0.27483443708609273,16704.78436744,7.911392405063291,4962.44,1.0,Exploits,1,0.1044059403144565,False
000018,21,3.3333333333333335,0,20664,984.0,1561.6767911446977,9586,456.4761904761905,2.1556436469851867,190,9.047619047619047,94,2.021276595744681,0.6937957142857143,0.9196974486652196,2.791647,2e-06,3.154222184683522,0.38095238095238093,0.047619047619047616,0.0,1.415037499278844,0,4,0.9881808370046762,0.9587118829771317,0.0,0.38095238095238093,0.0,226.57142857142858,68.84516789766107,96.0,109508176.43075721,400000000.0,3200.4610303809527,32,0.16842105263157894,2422.7191282380954,6.3,1440.4761904761904,1.0,Exploits,1,0.05119272158510171,False
000019,23,8.304347826086957,0,277657,12072.04347826087,28321.928316923142,11046,480.2608695652174,25.13642947673366,392,17.043478260869566,150,2.6133333333333333,2.6714706521739133,9.192327710413633,44.22596,3e-06,2.6444627843668553,0.43478260869565216,0.17391304347826086,0.0,1.9842326841416833,0,3,1.0889252905968954,0.9876925088958033,0.0,0.43478260869565216,0.0,228.95652173913044,66.11524254241746,109.56521739130434,81157017.62198745,520000000.0,2596.214128695652,151,0.3852040816326531,10736.336142043478,2.769633507853403,12552.304347826086,1.0,Fuzzers,-1,0.13462449184263411,False
000020,14,3.857142857142857,0,6658,475.57142857142856,345.4523710431594,3066,219.0,2.1715590345727334,76,5.428571428571429,40,1.9,0.19385835714285712,0.367279635215376,1.377034,3e-06,2.1280852788913944,0.42857142857142855,0.0,0.0,1.5145731728297582,0,2,0.940285958670631,0.9852281360342515,0.0,0.42857142857142855,0.0,240.28571428571428,51.314158447185484,108.0,78580288.52852944,266666656.0,5210.710980928571,12,0.15789473684210525,1151.1593072857142,3.6296296296296298,694.5714285714286,1.0,Exploits,1,0.01764312571906828,False
000021,21,2.9523809523809526,0,45197,2152.2380952380954,4602.695100750884,218641,10411.47619047619,0.20671786170023007,206,9.80952380952381,284,0.7253521126760564,0.8145267142857142,1.2926133556603903,5.298802,3e-06,2.3897580034925574,0.5238095238095238,0.047619047619047616,0.0,1.3890422907458992,0,6,1.720616644881894,0.998363672593813,0.0,0.5238095238095238,0.0,208.28571428571428,83.79566985062108,132.0,210007770.0206122,1730666624.0,67221.68017800001,49,0.23786407766990292,3787.0003000952383,7.112903225806451,12563.714285714286,1.0,Exploits,-1,0.13030950567664262,False
000022,20,3.45,0,498231,24911.55,96171.02769571509,99000,4950.0,5.032636363636364,596,29.8,252,2.365079365079365,1.2003069499999999,2.202585510093475,7.312841,2e-06,1.8709505944546687,0.6,0.05,0.0,1.4594316186372973,0,6,1.8332062193464953,0.9709505944546688,0.0,0.6,0.0,196.4,90.27117042847243,151.2,94668715.44443646,400000000.0,46268.285902749994,211,0.3540268456375839,1539.48887985,5.797101449275362,29861.55,1.0,Exploits,1,0.1579323157963204,False
000023,26,3.9615384615384617,0,21944,844.0,2059.134575495249,137338,5282.2307692307695,0.1597809783162708,140,5.384615384615385,152,0.9210526315789473,0.39042192307692314,1.405012445750483,7.200432,1e-06,2.869299699893523,0.3076923076923077,0.15384615384615385,0.0,1.6745997132058328,0,3,1.0577422381270594,0.8904916402194913,0.0,0.3076923076923077,0.0,217.07692307692307,77.16834743697605,77.53846153846153,103148158.91456665,672000000.0,78413.11061488462,21,0.15,711.2806050384614,6.563106796116505,6126.2307692307695,1.0,DoS,1,0.07140733909021221,False
000024,14,5.214285714285714,0,8964,640.2857142857143,588.9635522968005,10464,747.4285714285714,0.856651376146789,76,5.428571428571429,50,1.52,0.1889465,0.24459336358402314,0.673379,5e-06,1.4488156357251847,0.42857142857142855,0.0,0.0,1.9475325801058645,0,2,0.8631205685666311,0.9852281360342515,0.0,0.42857142857142855,0.0,226.57142857142858,69.72221176344603,108.0,60643687.40876214,160000000.0,19081.834753428568,12,0.15789473684210525,1138.8333753571428,2.684931506849315,1387.7142857142858,1.0,Exploits,1,0.01900962634080427,False
000025,20,3.3,0,12313,615.65,462.00174014254196,109460,5473.0,0.11248858030330715,158,7.9,176,0.8977272727272727,0.4171643499999999,0.8968909309196541,3.995532,1e-06,2.023219672335508,0.5,0.2,0.0,1.84799690655495,0,3,1.1567796494470395,1.0,0.0,0.5,0.0,215.6,78.79513744013983,126.0,108887403.07873559,800000000.0,91301.39058850001,31,0.1962025316455696,1627.253421,6.0606060606060606,6088.65,1.0,Exploits,1,0.004802042791808453,False
000026,20,5.95,0,8918,445.9,342.2319773425468,62584,3129.2,0.14249648472453022,110,5.5,106,1.0377358490566038,0.20099450000000002,0.30322993766247663,0.840787,3e-06,2.2567796494470396,0.35,0.1,0.0,1.765534746362977,0,4,0.8475846798245738,0.9340680553754911,0.0,0.35,0.0,225.2,70.33872931824446,88.2,103952741.43544915,387636352.0,30728.466186800004,18,0.16363636363636364,1365.63317,3.361344537815126,3575.1,1.0,Exploits,1,0.011499679111753846,False
000027,26,3.3461538461538463,0,71333,2743.576923076923,11663.142993800864,68864,2648.6153846153848,1.035853276022305,218,8.384615384615385,164,1.329268292682927,0.3867731923076923,0.6706669109222563,2.572658,3e-06,2.2689289124151837,0.38461538461538464,0.07692307692307693,0.0,1.4694852833012202,0,6,1.2989565682277369,0.961236604722876,0.0,0.38461538461538464,0.0,224.46153846153845,70.64572500539903,96.92307692307692,79589163.1423012,266666656.0,19124.97865373077,59,0.2706422018348624,1850.1830095000003,7.7701149425287355,5392.192307692308,1.0,Exploits,1,0.06132912812960526,False
000028,23,6.043478260869565,0,8180,355.6521739130435,486.5726712700554,0,0.0,1.0,130,5.6521739130434785,0,1.0,0.1875064347826087,0.4185911392968112,1.171427,2e-06,3.5342190211803404,0.0,0.0,0.0,2.465122730715153,0,1,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,149276735.16091555,360000000.0,0.0,0,0.0,47.305424782608696,3.805755395683453,355.6521739130435,1.0,DoS,-1,0.20470171392964698,False
000029,18,5.833333333333333,0,3560,197.77777777777777,6.467616667635546,0,0.0,1.0,36,2.0,0,1.0,6.166666666666667e-06,2.8127859331777017e-06,9e-06,3e-06,2.974937501201927,0.0,0.0,0.0,2.096861539252589,0,1,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,163456784.8888889,266666656.0,0.0,0,0.0,0.0,3.085714285714286,197.77777777777777,1.0,DoS,-1,0.1732792515012366,False
000030,17,5.470588235294118,0,10204,600.2352941176471,1558.9037626410652,3144,184.94117647058823,3.2455470737913488,66,3.8823529411764706,30,2.2,0.22229652941176467,0.6480077159359405,2.346898,3e-06,2.278351811711312,0.11764705882352941,0.0,0.0,1.6129768768907526,0,1,0.0,0.5225593745369408,0.0,0.11764705882352941,0.0,254.0,0.0,29.647058823529413,138563534.75248465,266666656.0,636.0416690588236,12,0.18181818181818182,835.1564071176471,3.10752688172043,785.1764705882352,1.0,DoS,1,0.08821001557272345,False
000031,18,5.277777777777778,0,4586,254.77777777777777,165.45287424149282,622,34.55555555555556,7.372990353697749,52,2.888888888888889,14,3.7142857142857144,0.13005199999999995,0.3946226230703723,1.496022,2e-06,2.702904337188607,0.1111111111111111,0.0,0.0,1.7608123361205739,0,2,0.3095434291503252,0.5032583347756457,0.0,0.1111111111111111,0.0,254.0,0.0,28.0,160864737.10818145,400000000.0,209.9384155,4,0.07692307692307693,853.5767627777777,3.4105263157894736,289.3333333333333,1.0,Exploits,1,0.07721251574440888,False
000032,25,7.92,0,6766,270.64,187.2776192358998,1492,59.68,4.53485254691689,80,3.2,20,4.0,0.35250976,1.4383790273840746,7.200432,1e-06,3.042292189082415,0.12,0.0,0.0,1.8953026213333068,0,2,0.24229218908241482,0.5293608652873644,0.0,0.12,0.0,254.0,0.0,30.24,168019074.1818899,800000000.0,818.0742188800001,8,0.1,475.2500174,3.1565656565656566,330.32,1.0,DoS,1,0.12086523396129899,False
000033,18,4.333333333333333,0,10648,591.5555555555555,536.2644455448781,150901,8383.388888888889,0.07056281933187984,114,6.333333333333333,166,0.6867469879518072,0.42174155555555554,0.6620988070065056,1.681261,3e-06,1.6337314206421332,0.3888888888888889,0.0,0.0,1.6880559936852597,0,2,0.8524051786494786,0.964078764808229,0.0,0.3888888888888889,0.0,232.66666666666666,62.08912000930124,98.0,83339263.37160935,266666656.0,89335.62861455555,17,0.14912280701754385,1950.4168438888887,4.153846153846154,8974.944444444445,1.0,Exploits,1,0.02719841314013737,False
000034,18,6.333333333333333,0,11664,648.0,791.7967653678934,41322,2295.6666666666665,0.28227094525918395,118,6.555555555555555,78,1.5128205128205128,0.3581037777777778,0.9556256483041731,4.075614,5e-06,2.9329993066372895,0.3333333333333333,0.05555555555555555,0.0,1.3219280948873624,0,2,0.7642045065086203,0.9182958340544894,0.0,0.3333333333333333,0.0,232.66666666666666,62.08912000930124,84.0,66430220.96148006,160000000.0,26864.17123438889,20,0.1694915254237288,2107.144166277778,2.8421052631578947,2943.6666666666665,1.0,DoS,1,0.05608042965406622,False
000035,17,2.2941176470588234,0,19976,1175.0588235294117,1411.8156957703543,159138,9361.058823529413,0.12552627279468134,178,10.470588235294118,214,0.8317757009345794,0.31253341176470584,0.30333392562447964,0.980594,3e-06,1.3784188527203234,0.6470588235294118,0.058823529411764705,0.0,1.2700891633677445,0,3,1.1660870601063935,0.9366673818775625,0.0,0.6470588235294118,0.0,197.52941176470588,90.17629791626153,163.05882352941177,40629231.2209913,266666656.0,106405.74523323528,34,0.19101123595505617,1202.990986764706,7.410256410256411,10536.117647058823,1.0,Exploits,1,0.035976440620306124,False
000036,22,3.3636363636363638,0,114813,5218.772727272727,16410.40558371663,60017,2728.0454545454545,1.9130079810720295,250,11.363636363636363,172,1.4534883720930232,0.3328459545454545,0.39909350068248145,1.190909,6e-06,1.2072100267448116,0.5454545454545454,0.045454545454545456,0.0,1.4232114307245438,0,5,1.708098663501806,0.9940302114769566,0.0,0.5454545454545454,0.0,201.63636363636363,87.52172272100196,137.45454545454547,45357490.7429004,133333328.0,33852.78656554545,75,0.3,1451.2237152272728,6.54054054054054,7946.818181818182,1.0,Exploits,1,0.01774335857966202,False
000037,19,3.0,0,31552,1660.6315789473683,3968.3161305874687,12130,638.421052631579,2.6011541632316573,162,8.526315789473685,112,1.4464285714285714,0.6214121052631579,0.9950572351341233,4.275689,3e-06,0.9819407868640977,0.5789473684210527,0.0,0.0,1.506959988719883,0,4,1.0582770432263342,0.9819407868640977,0.0,0.5789473684210527,0.0,233.78947368421052,60.53793938732271,145.89473684210526,54215855.47383848,266666656.0,7246.173738421051,38,0.2345679012345679,2698.753805105263,6.333333333333333,2299.0526315789475,1.0,Exploits,1,0.008257434995880893,False
000038,16,2.25,0,29649,1853.0625,3269.441572475846,246462,15403.875,0.12029846386055457,216,13.5,306,0.7058823529411765,3.7940700625000003,9.892089879482667,40.328518,5e-06,1.1216407621868583,0.6875,0.0,0.0,1.3575520046180838,0,5,1.626614471810182,0.8960382325345574,0.0,0.6875,0.0,194.0,91.91300234460846,173.25,28759725.762363315,160000000.0,49780.572437312505,47,0.2175925925925926,64042.08263325001,7.111111111111111,17256.9375,1.0,Exploits,-1,0.15711790410733456,False
000039,26,8.153846153846153,0,10062,387.0,314.1995544236179,2290,88.07692307692308,4.393886462882096,96,3.6923076923076925,34,2.823529411764706,0.120351,0.3148389563770024,1.233867,3e-06,1.817059452343859,0.19230769230769232,0.11538461538461539,0.0,2.027480736422107,0,2,0.2351933818192415,0.7062740891876007,0.0,0.19230769230769232,0.0,254.0,0.0,48.46153846153846,143885829.67786592,410666656.0,1249.7987342307692,12,0.125,608.8559575384616,3.1886792452830193,475.0769230769231,1.0,Exploits,1,0.07942155154948172,False
000040,25,4.68,0,436526,17461.04,79345.12937555356,6780,271.2,64.38436578171091,470,18.8,116,4.051724137931035,0.6467472,1.6015954836933959,7.312841,3e-06,2.0192365361682794,0.24,0.0,0.0,1.584962500721156,0,2,0.4021791902022729,0.7950402793845223,0.0,0.24,0.0,238.64,53.162392722675676,60.48,108003922.98462896,266666656.0,1199.7068652000003,179,0.38085106382978723,1316.9930892000002,5.341880341880342,17732.24,1.0,Exploits,-1,0.19006164244156928,False
000041,18,5.666666666666667,0,6822,379.0,588.0153059232387,3880,215.55555555555554,1.7582474226804123,54,3.0,20,2.7,0.11764022222222222,0.4990687564836964,2.117378,3e-06,2.320802083934297,0.05555555555555555,0.16666666666666666,0.0,2.096861539252589,0,1,0.0,0.3095434291503252,0.0,0.05555555555555555,0.0,243.33333333333334,45.254833995939045,14.0,136948306.75661895,441600000.0,773.7032333333333,7,0.12962962962962962,345.08895322222224,3.176470588235294,594.5555555555555,1.0,Exploits,1,0.11281110496642997,False
000042,21,6.190476190476191,0,5608,267.04761904761904,213.26379819145964,7662,364.85714285714283,0.7319237796919864,58,2.761904761904762,18,3.2222222222222223,0.04252247619047619,0.1428710799243916,0.600717,1e-06,3.3446983751597115,0.09523809523809523,0.0,0.0,1.7574296967259218,0,2,0.4537163391869449,0.4537163391869449,0.0,0.09523809523809523,0.0,244.85714285714286,41.89783492531054,24.0,198308501.27543733,800000000.0,4590.440057666667,4,0.06896551724137931,238.2478059047619,3.3923076923076922,631.9047619047619,1.0,DoS,1,0.10577701688850367,False
000043,17,4.588235294117647,0,7426,436.8235294117647,479.4773502593889,9550,561.7647058823529,0.7775916230366492,80,4.705882352941177,46,1.7391304347826086,0.30881988235294117,0.9669761488382794,3.995532,2e-06,3.2639334294856335,0.23529411764705882,0.0,0.0,1.5563933485243855,0,3,0.9780155566622415,0.787126586201269,0.0,0.23529411764705882,0.0,231.41176470588235,63.76427175888686,59.294117647058826,165103806.64507705,400000000.0,6300.6409697058825,13,0.1625,1042.0859612352942,3.7051282051282053,998.5882352941177,1.0,Exploits,1,0.07633253503755942,False
000044,15,4.933333333333334,0,3342,222.8,95.336396887173,354,23.6,9.440677966101696,38,2.533333333333333,8,4.75,0.03655613333333334,0.14155501465501305,0.548247,3e-06,2.866247897312731,0.06666666666666667,0.13333333333333333,0.0,1.647698256069119,0,1,0.0,0.3533593350214213,0.0,0.06666666666666667,0.0,254.0,0.0,16.8,119893826.79342446,277333312.0,301.5672526,2,0.05263157894736842,255.6891848,3.0405405405405403,246.4,1.0,DoS,-1,0.14950370091572632,False
000045,19,4.7368421052631575,0,6580,346.3157894736842,450.11073361409626,11228,590.9473684210526,0.5860349127182045,64,3.3684210526315788,30,2.1333333333333333,0.07975042105263158,0.19808706052314917,0.625181,1e-06,3.3918926446809325,0.15789473684210525,0.0,0.0,1.4525122046975067,0,2,0.2974722489192897,0.6292492238560347,0.0,0.15789473684210525,0.0,233.78947368421052,60.53793938732271,39.78947368421053,199534768.20433262,800000000.0,8317.58961336842,7,0.109375,538.9522603157895,4.011111111111111,937.2631578947369,1.0,Exploits,1,0.09319289005560225,False
000046,18,4.5,0,82535,4585.277777777777,14237.41206575357,4880,271.1111111111111,16.912909836065573,146,8.11111111111111,66,2.212121212121212,0.28339194444444443,0.6095779499673594,1.995017,3e-06,3.2390979179887864,0.2222222222222222,0.0,0.0,1.6629650127224291,0,2,0.5032583347756457,0.7642045065086203,0.0,0.2222222222222222,0.0,243.33333333333334,45.254833995939045,56.0,115082315.28195804,266666656.0,1429.081217388889,47,0.3219178082191781,853.5138035,4.0,4856.388888888889,1.0,DoS,1,0.08570650186391941,False
000047,12,4.0,0,7184,598.6666666666666,816.8401794646727,476487,39707.25,0.015077011544910984,120,10.0,400,0.3,0.27262424999999996,0.5673521505707857,1.731048,2e-06,2.084962500721156,0.3333333333333333,0.0,0.0,1.5443205162238105,0,3,1.0408520829727552,0.9182958340544894,0.0,0.3333333333333333,0.0,222.0,74.7358986395062,84.0,136487986.37756324,400000000.0,184679.98697908336,13,0.10833333333333334,554.26421425,3.0,40305.916666666664,1.0,Exploits,1,0.11341729891987594,False
000048,15,3.3333333333333335,0,208086,13872.4,49233.12929435103,2052195,136813.0,0.10139679708799602,502,33.46666666666667,1630,0.3079754601226994,0.9342221999999997,1.9506336994673295,7.679072,2e-06,2.1464657985040723,0.4666666666666667,0.0,0.0,1.5193741590935794,0,6,1.9898980954642875,0.9967916319816367,0.0,0.4666666666666667,0.0,164.4,99.14837366290989,117.6,112506793.1214524,400000000.0,194265.28284526666,109,0.21713147410358566,1289.478269,4.5,150685.4,1.0,Exploits,-1,0.3051489477084247,False
000049,12,2.8333333333333335,0,67605,5633.75,17766.576076365214,45692,3807.6666666666665,1.4795806705769063,138,11.5,98,1.4081632653061225,0.36618825,0.5779332292241702,1.987484,5e-06,1.959147917027245,0.5,0.0,0.0,1.273018494406416,0,2,0.6500224216483541,1.0,0.0,0.5,0.0,222.0,74.7358986395062,126.0,65135234.49251267,160000000.0,62984.32212291667,42,0.30434782608695654,1349.26276175,4.235294117647059,9441.416666666666,1.0,DoS,1,0.04700588548861661,False
